date,prec,tmin,tmax,tmean,dewmean,sst
2014-05-23,7.549,15.5498,23.1456,18.6839,15.4703,21.3355
2014-05-24,12.1594,13.5518,21.8918,17.3289,14.2151,21.157
2014-05-25,5.6765,12.4754,21.5811,16.7519,12.6605,20.9603
2014-05-26,2.4681,14.021,22.3621,17.7625,13.1523,21.0779
2014-05-27,1.9041,13.9881,23.0112,18.2199,13.2815,21.2309
2014-05-28,2.319,14.077,23.127,18.2864,13.2442,21.2927
2014-05-29,1.6035,14.5964,24.2123,18.8167,13.6081,21.2681
2014-05-30,0.9417,14.4148,24.8012,19.113,13.9291,21.29
2014-05-31,1.9257,14.4694,24.9898,19.3265,14.0395,21.2007
2014-06-01,5.0431,15.0087,23.7587,19.1429,14.2224,21.2312
2014-06-02,5.2673,14.8802,23.9524,19.0283,14.391,21.33
2014-06-03,2.4508,15.2877,24.2051,19.246,14.1023,21.156
2014-06-04,2.3448,14.7282,24.7684,19.2953,13.6634,21.1384
2014-06-05,2.9099,14.9168,25.1201,19.6465,14.1317,21.1506
2014-06-06,2.6834,14.662,24.5187,19.3107,13.8233,21.0626
2014-06-07,0.7612,14.7851,25.0883,19.4582,13.6651,20.8025
2014-06-08,0.9662,14.5056,25.2242,19.5309,13.4925,20.7482
2014-06-09,2.6356,14.867,24.731,19.3912,14.3287,20.7398
2014-06-10,10.9388,15.6247,23.1454,18.8747,14.8029,20.773
2014-06-11,2.0944,14.7257,24.0806,18.8121,14.5521,20.7033
2014-06-12,2.2372,14.5139,24.347,18.9891,14.3248,20.4844
2014-06-13,5.0225,14.9462,23.8327,18.9402,14.1678,20.4676
2014-06-14,8.954,14.8604,23.1604,18.5989,14.1131,20.5908
2014-06-15,6.7148,14.7046,22.387,18.1328,13.7251,20.6437
2014-06-16,3.8847,14.3196,22.3672,17.9268,13.6988,20.5976
2014-06-17,1.8224,14.4166,23.2393,18.3076,13.6664,20.6027
2014-06-18,0.8794,13.412,23.4562,18.055,12.8636,20.6591
2014-06-19,1.2258,13.5269,22.8706,17.8763,13.0343,20.644
2014-06-20,1.1508,13.0408,23.0384,17.9656,12.819,20.4869
2014-06-21,1.257,13.9327,23.8146,18.3729,13.522,20.3852
2014-06-22,2.059,13.9753,23.9189,18.5805,13.8704,20.3471
2014-06-23,2.5351,13.9007,24.1271,18.7316,14.0031,20.3924
2014-06-24,2.9509,14.7084,24.4864,19.1783,14.3747,20.3878
2014-06-25,7.4624,14.9109,23.2449,18.7357,14.7511,20.3674
2014-06-26,2.5842,14.6241,23.9225,18.7042,14.4332,19.7407
2014-06-27,3.1197,14.1422,24.4814,18.6569,14.0697,19.3814
2014-06-28,5.0296,14.3267,23.3456,18.227,13.6879,19.1381
2014-06-29,6.8483,13.8555,21.4902,17.18,12.6837,19.0643
2014-06-30,1.9811,12.6544,21.9108,16.7632,11.792,18.969
2014-07-01,1.0069,12.6327,22.2246,17.1535,12.2594,18.7602
2014-07-02,1.335,13.6195,23.5845,17.9318,12.9297,18.6998
2014-07-03,2.2911,14.1017,23.8773,18.4075,13.656,18.73
2014-07-04,3.2429,14.4325,23.0661,18.3529,14.1532,18.6875
2014-07-05,3.2911,13.7968,23.881,18.3495,13.8379,18.6348
2014-07-06,3.8289,13.8109,23.7594,18.4228,12.9293,18.6038
2014-07-07,6.9282,14.0687,22.9536,18.0829,13.1644,18.4361
2014-07-08,7.7986,14.1935,21.4897,17.5248,12.7364,18.4359
2014-07-09,4.5269,14.1512,21.8992,17.411,13.119,18.4007
2014-07-10,1.7672,13.4892,21.8012,17.3899,12.6983,18.2846
2014-07-11,1.2981,12.7999,22.4181,17.3028,12.31,18.0973
2014-07-12,0.7945,12.5549,23.6238,17.7681,12.4344,18.1438
2014-07-13,2.701,12.6978,23.2922,17.9494,12.5113,18.1755
2014-07-14,2.5311,12.8162,23.4758,17.8471,12.2966,18.2559
2014-07-15,1.0708,12.7557,24.3966,18.1023,12.2053,18.3077
2014-07-16,1.7308,13.4481,23.7581,18.1791,12.8419,18.1688
2014-07-17,3.1891,13.2247,23.5419,17.9862,13.0859,18.1745
2014-07-18,3.8271,13.4876,22.9668,17.7743,13.268,18.4841
2014-07-19,8.3544,14.1242,20.3936,16.7986,13.2477,18.5137
2014-07-20,5.4533,13.3082,20.7993,16.5495,13.2312,18.5905
2014-07-21,1.174,12.8366,23.1786,17.3866,13.0895,18.5758
2014-07-22,0.9274,12.0154,23.8038,17.6391,12.839,18.5359
2014-07-23,2.2227,12.6304,23.4867,17.7168,12.6079,18.4288
2014-07-24,3.7793,13.2564,22.4604,17.6132,12.5479,18.3274
2014-07-25,5.9514,13.5191,21.7262,17.0262,12.6675,18.0119
2014-07-26,3.2896,12.2853,21.4192,16.4827,11.825,17.7108
2014-07-27,3.928,12.7613,21.3765,16.6823,12.0091,17.6277
2014-07-28,3.9844,13.2273,21.6587,16.9626,12.2436,17.5815
2014-07-29,1.8539,12.2828,23.1974,17.2325,12.348,17.5326
2014-07-30,1.8084,13.2517,23.7807,17.8237,12.9191,17.4091
2014-07-31,2.1058,12.9778,23.9984,17.8812,12.9292,17.2338
2014-08-01,0.9039,12.9682,24.3841,18.2233,12.1545,17.273
2014-08-02,1.8295,13.4083,24.1069,18.3369,12.5618,17.5035
2014-08-03,1.0938,12.96,24.2675,18.0389,12.0492,17.4705
2014-08-04,1.1762,13.331,24.5969,18.4463,12.4397,17.3652
2014-08-05,5.711,13.9247,23.0485,17.9989,13.3728,17.3473
2014-08-06,3.4159,13.4101,23.4837,17.7621,13.2161,17.3082
2014-08-07,2.0468,13.8597,23.3498,18.038,13.62,17.3111
2014-08-08,11.8913,14.3007,20.8017,17.0793,13.9169,17.0956
2014-08-09,8.7578,14.1043,21.3933,16.9612,13.9075,16.9403
2014-08-10,2.2995,13.4515,22.7783,17.503,13.7377,16.9125
2014-08-11,1.5842,13.5022,24.3569,18.2092,14.0532,16.7899
2014-08-12,4.1375,13.6659,23.6469,18.2028,14.2688,16.6577
2014-08-13,5.205,13.8961,23.1812,18.0173,14.0422,16.7712
2014-08-14,5.0375,13.1627,22.1805,17.3832,13.4683,16.8251
2014-08-15,3.0474,13.4615,22.8023,17.4721,13.3455,16.9041
2014-08-16,1.0048,12.4102,24.0304,17.8464,12.8772,17.0155
2014-08-17,0.8307,12.7751,23.9873,18.0331,12.6084,17.0374
2014-08-18,1.8025,13.2637,23.7638,18.188,13.0746,17.1674
2014-08-19,1.3272,13.6112,23.461,18.0894,13.0897,17.3232
2014-08-20,0.617,12.4141,24.3032,17.9208,12.449,17.373
2014-08-21,0.3397,12.4838,24.2049,17.8894,11.9405,17.4892
2014-08-22,0.1689,12.1445,25.1073,18.2852,11.8103,17.4478
2014-08-23,0.3712,12.7402,25.0348,18.499,11.9482,17.2538
2014-08-24,1.0397,13.5739,24.1564,18.4708,12.5027,17.1051
2014-08-25,1.4799,13.4502,25.0309,18.7136,12.9828,17.1498
2014-08-26,3.5076,13.7833,23.9683,18.361,12.7742,17.2286
2014-08-27,5.9806,13.725,22.329,17.4579,12.3188,17.2315
2014-08-28,5.8862,13.4447,22.7954,17.5265,12.9548,17.2298
2014-08-29,5.6237,14.3723,22.4821,17.9002,14.0846,17.2023
2014-08-30,3.4449,14.4509,23.2573,18.0572,14.2455,17.0882
2014-08-31,1.3336,13.9235,24.0675,18.2768,13.814,16.9689
2014-09-01,1.0233,13.5908,25.1332,18.7593,13.712,16.8954
2014-09-02,1.806,13.724,24.819,18.8236,13.9053,16.7667
2014-09-03,2.9913,14.1533,24.6653,18.7935,14.3374,16.6003
2014-09-04,4.6816,14.6714,23.0572,18.338,14.4494,16.4588
2014-09-05,6.7331,14.3135,21.5125,17.4192,14.2181,16.2518
2014-09-06,2.0454,13.6194,23.9995,18.1994,13.8667,16.0369
2014-09-07,0.9474,13.3884,25.2611,18.8343,13.4652,16.0387
2014-09-08,1.4526,13.4529,25.2567,19.0084,13.1009,16.0703
2014-09-09,2.303,14.5846,24.2432,18.9409,13.9596,16.2531
2014-09-10,1.9195,14.6185,25.3147,19.3519,14.3132,16.3509
2014-09-11,6.8134,15.1211,23.6143,18.7475,14.7532,16.5534
2014-09-12,8.7171,15.0546,22.5048,18.3356,15.2862,16.7028
2014-09-13,4.2323,15.2534,23.8963,18.5008,15.1859,16.8231
2014-09-14,4.2772,14.3487,23.9607,18.3898,14.4122,16.8351
2014-09-15,6.0917,14.6902,23.2669,18.44,14.8147,16.9629
2014-09-16,5.2507,15.1186,23.5331,18.4683,14.8993,16.9013
2014-09-17,3.3994,14.8417,24.2165,18.6962,14.9615,16.7906
2014-09-18,3.6732,14.8719,23.9163,18.8637,15.2089,16.8532
2014-09-19,3.8037,14.5348,23.8377,18.5703,14.5622,16.9474
2014-09-20,3.4267,14.16,24.5744,18.6588,13.929,16.9978
2014-09-21,10.4648,15.0249,22.5986,18.2038,14.6261,17.005
2014-09-22,7.8727,15.0208,22.0725,17.8683,14.3047,17.0363
2014-09-23,2.0776,14.4566,24.5148,18.6211,14.2949,17.0715
2014-09-24,2.5571,15.3086,24.958,19.3971,14.8272,17.0314
2014-09-25,2.2498,15.2418,25.184,19.4797,14.6831,16.936
2014-09-26,3.9718,15.2799,25.4542,19.5963,14.9385,16.7843
2014-09-27,6.5903,15.4926,23.4965,19.0781,15.2481,16.679
2014-09-28,7.5671,15.2681,23.0993,18.446,15.1144,16.7683
2014-09-29,3.5643,14.8847,24.5321,18.8533,15.0745,16.9158
2014-09-30,3.0524,14.7503,24.8451,19.0205,14.9848,16.9115
2014-10-01,2.6571,14.7124,24.9661,19.3001,14.8988,16.9763
2014-10-02,4.9971,14.8896,23.541,18.7335,14.7801,17.0224
2014-10-03,6.846,14.7915,22.1467,18.1197,14.8582,17.1711
2014-10-04,1.8193,14.0536,23.9632,18.3621,14.4725,17.3721
2014-10-05,3.9937,14.9454,24.4203,18.9855,14.9247,17.3478
2014-10-06,7.3308,15.8467,24.0392,19.148,15.5739,17.2552
2014-10-07,10.1044,15.6385,23.0397,18.6642,15.553,17.2877
2014-10-08,8.9785,15.5992,23.1885,18.662,15.5782,17.3818
2014-10-09,6.3288,15.4398,24.2457,19.0034,15.7145,17.2521
2014-10-10,4.6718,15.4708,25.3684,19.5728,15.9054,17.0927
2014-10-11,12.4181,15.7414,23.4475,18.9163,15.7624,17.0055
2014-10-12,6.5426,15.0001,23.7457,18.4606,15.1615,17.059
2014-10-13,4.2808,14.9314,24.6243,19.0439,15.1221,17.2127
2014-10-14,3.2498,15.3527,25.0315,19.376,14.9666,17.2983
2014-10-15,3.8374,15.0761,24.2729,19.2487,14.5853,17.6835
2014-10-16,5.4329,14.9465,23.6883,18.8121,14.1897,18.0125
2014-10-17,1.5769,14.3014,25.7635,19.396,14.2084,17.989
2014-10-18,1.7972,14.8308,26.4515,19.8983,14.5185,18.0783
2014-10-19,5.2267,15.9925,24.5709,19.4932,15.3684,18.1701
2014-10-20,7.9404,15.47,23.9172,18.8409,15.3904,17.9573
2014-10-21,7.9673,15.2402,23.1367,18.4154,15.2119,17.8757
2014-10-22,5.1208,15.132,24.0731,18.7931,15.3593,17.8818
2014-10-23,3.4817,15.6661,24.6117,19.4378,15.3571,17.8995
2014-10-24,2.9818,15.1744,25.9757,19.8759,15.2712,17.854
2014-10-25,12.0146,15.5733,23.5023,18.9991,15.3224,18.0562
2014-10-26,5.02,15.0878,25.0398,19.0835,15.0789,18.0103
2014-10-27,3.3438,15.6545,25.5028,19.8183,15.3721,18.0236
2014-10-28,6.2723,15.6682,24.9763,19.591,15.7691,18.0618
2014-10-29,3.644,15.5957,24.7502,19.5875,15.1218,17.7372
2014-10-30,3.8534,15.2036,25.2857,19.8081,14.98,17.5241
2014-10-31,7.7841,16.0482,23.8361,19.3536,15.4967,17.596
2014-11-01,7.7271,15.5962,23.8284,19.0691,15.4737,17.7426
2014-11-02,8.3196,15.8953,23.261,18.828,15.8023,17.9098
2014-11-03,3.3254,15.5495,24.9266,19.519,15.2577,18.011
2014-11-04,3.4706,15.1952,25.3364,19.7711,14.6799,18.0265
2014-11-05,8.1771,16.4536,24.8056,19.9237,15.7463,18.0765
2014-11-06,13.8122,15.8265,22.9118,18.971,15.4856,18.2047
2014-11-07,6.8257,15.9394,24.3831,19.3809,15.3233,18.4943
2014-11-08,2.4903,15.6068,25.9091,20.0227,15.4262,18.5192
2014-11-09,4.2642,16.068,25.9632,20.3281,15.8653,18.6129
2014-11-10,8.9137,16.6254,23.0445,19.3528,16.0659,18.7673
2014-11-11,4.769,16.1005,24.7923,19.6711,15.9641,18.9891
2014-11-12,3.8999,16.464,25.0097,19.9283,15.6294,19.0496
2014-11-13,5.8322,16.2084,24.105,19.443,15.4199,19.0604
2014-11-14,25.3499,15.449,20.9135,17.9033,14.9669,18.7986
2014-11-15,12.0252,14.8779,21.2938,17.3889,14.5138,18.7298
2014-11-16,5.022,14.925,23.1611,18.3289,14.8196,18.785
2014-11-17,4.2141,15.7559,24.1453,19.0157,15.3601,18.6529
2014-11-18,2.1988,15.233,25.3724,19.5947,15.2479,18.6726
2014-11-19,1.8255,14.9884,26.046,19.9538,14.6725,18.7393
2014-11-20,5.1322,15.7295,25.1411,19.9286,15.0668,18.6567
2014-11-21,9.5607,15.1131,24.2776,19.1512,14.7542,18.5232
2014-11-22,4.1735,15.4646,24.3034,19.1934,14.7429,18.4452
2014-11-23,8.5774,15.9634,23.9357,19.3307,14.9827,18.2872
2014-11-24,8.3649,15.7981,24.4535,19.4963,15.3027,18.0997
2014-11-25,6.13,15.6801,25.0977,19.8068,15.1289,18.108
2014-11-26,9.0856,15.7149,24.3164,19.6558,14.7849,18.4672
2014-11-27,6.7851,15.2865,24.8643,19.6427,14.693,18.574
2014-11-28,11.328,16.2027,23.8386,19.3349,15.6012,18.5229
2014-11-29,8.857,15.9762,23.9019,19.1985,15.7949,18.4852
2014-11-30,5.0177,15.9531,24.8531,19.7566,15.8864,18.4897
2014-12-01,5.4954,16.6485,24.9468,20.0238,15.8954,18.3976
2014-12-02,7.601,16.3884,25.179,19.8829,15.7128,18.1988
2014-12-03,9.9053,16.1337,24.3791,19.4446,15.4945,18.0623
2014-12-04,14.4632,16.0291,23.1464,18.7469,15.5724,18.206
2014-12-05,7.0529,16.2216,23.7925,19.2529,15.8761,18.4035
2014-12-06,2.9248,16.0406,25.6925,20.0653,16.1564,18.1927
2014-12-07,3.8773,16.2157,25.4896,20.3697,16.3393,18.0452
2014-12-08,8.6526,16.3315,24.9428,20.0456,16.555,17.9886
2014-12-09,13.0856,15.9867,23.5476,19.2466,16.0179,18.1657
2014-12-10,6.9735,15.8814,24.1928,19.2927,15.5375,18.5079
2014-12-11,4.6683,15.9627,24.2332,19.4563,15.6882,18.6806
2014-12-12,6.4347,16.0563,24.6182,19.5169,16.2364,18.5866
2014-12-13,3.2955,15.8923,25.1762,19.6465,15.8051,18.5926
2014-12-14,7.3238,16.1431,23.6883,19.4071,15.7785,18.8285
2014-12-15,9.5897,16.2888,23.5636,19.2127,16.1964,18.86
2014-12-16,6.7354,16.0102,23.5048,18.8996,16.0906,18.7919
2014-12-17,5.823,16.4315,23.5032,19.2945,16.0963,18.897
2014-12-18,7.3517,15.8953,24.2326,19.2512,15.7227,18.8488
2014-12-19,5.6097,15.4611,25.0117,19.5706,15.3841,18.9059
2014-12-20,6.2677,15.9782,25.0861,19.8132,15.4084,18.9547
2014-12-21,5.5358,15.435,24.7746,19.711,15.2692,18.706
2014-12-22,8.7974,16.0776,23.8487,19.5389,15.5879,18.635
2014-12-23,9.1733,16.5636,22.8633,19.1956,15.9448,18.8114
2014-12-24,8.4698,16.097,23.5284,19.0104,15.9368,18.9583
2014-12-25,5.5502,16.4205,24.6906,19.7049,16.088,19.1081
2014-12-26,13.9331,16.6711,23.1781,19.3132,16.3831,19.3256
2014-12-27,12.6592,16.3908,23.4061,19.2172,16.6292,19.4114
2014-12-28,13.0707,16.5347,22.4184,18.8271,16.5094,19.5985
2014-12-29,9.486,16.1404,22.8043,18.7384,16.3549,19.9847
2014-12-30,7.6601,16.0354,24.0022,19.0636,16.1627,20.0484
2014-12-31,8.4902,16.1504,23.8272,19.2842,16.1243,20.0761
2015-01-01,7.8806,16.1136,24.168,19.3992,15.895,20.0385
2015-01-02,8.6561,16.1675,23.5239,19.1668,16.0516,20.1528
2015-01-03,9.3882,16.1023,22.8931,18.7477,15.8746,20.286
2015-01-04,11.5084,15.8756,21.7833,18.309,15.7776,20.44
2015-01-05,8.1899,15.5992,22.0037,18.219,15.5222,20.6554
2015-01-06,5.1885,15.7362,23.3889,18.6044,15.7391,20.7624
2015-01-07,5.2802,15.738,23.4995,18.8958,15.9553,21.02
2015-01-08,6.3505,15.6695,23.4419,18.9338,15.8034,21.1705
2015-01-09,8.2634,16.0126,22.5612,18.7024,16.055,20.9467
2015-01-10,7.9969,16.1132,23.0677,18.8047,16.2594,20.6846
2015-01-11,9.447,15.8787,23.1781,18.8182,16.0112,20.4932
2015-01-12,8.0129,15.7998,23.7439,18.9786,15.7959,20.5504
2015-01-13,11.5089,15.5902,23.7038,18.8133,15.646,20.7079
2015-01-14,7.978,15.3737,24.1349,19.2231,15.5636,20.5992
2015-01-15,8.2674,15.2022,24.7006,19.3417,15.6891,20.3802
2015-01-16,8.1052,15.6474,23.9488,19.287,15.6506,20.451
2015-01-17,8.1368,15.149,24.7881,19.4168,15.8433,20.5826
2015-01-18,14.683,16.2644,22.7791,18.84,16.2194,20.6867
